序号,姓名,描述,武力,智力,合,必杀技,军师技,武器,可用阵形,使用阵形,可用兵种,使用兵种,黄巾之乱剧本及君主,讨伐董卓剧本及君主,群雄割据剧本及君主,赤壁之战剧本及君主,三国鼎立剧本及君主,血统,节操
247,陆逊,陆逊（183年－245年3月19日），本名陆议，字伯言，吴郡吴县人。三国时期吴国政治家、军事家。出身吴郡陆氏。东汉建安八年（203年），入孙权幕府，历任海昌屯田都尉、定威校尉、帐下右部督，因受孙权赏识得以发挥卓越的军事才能建安二十四年（219年），陆逊参与袭取荆州。黄初三年（222年），孙权命陆逊为东吴大都督，在夷陵之战中火烧连营击败刘备，领荆州牧[102] 。黄武七年（228年），陆逊取得石亭之战的胜利。黄龙元年（229年），孙权称帝后，以陆逊为上大将军、辅佐太子孙登并掌管陪都武昌事宜。赤乌七年（244年）拜为丞相、右都护、总领三公事务，领武昌事。孙和、孙霸“二宫之争”时卷入孙权父子相争中，次年去世，终年六十三岁，追谥“昭”。陆逊跟随孙权四十余年，统领吴国军政二十余年。其为人深谋远虑，忠诚耿直。一生出将入相，被赞为”社稷之臣“。,79,96,175,落日弓1雷击6龙炮12生死门18神火旋张23后伏兵阵28集火柱34炎墙烈烧40,化解计策1增加经验(中)5增加体力(中)12金蝉脱壳17离间计(高)12金蝉脱壳17离间计(高)22恢复技力(高)27强化士兵(高)33喝阻敌军(高)39,直剑,方 鱼 ,鱼,刀 ,刀,孙坚,孙坚,孙坚,会稽登孙权,江夏登孙权,,6
248,陆绩,陆绩（188年—219年），字公纪，吴郡吴县（今江苏苏州）人，东汉末年大臣，庐江太守陆康之子。学者六岁时见袁术，术出桔，绩怀三枚，谓欲以遗母。好直言，出为郁林太守。陆绩成年后，博学多识，通晓天文历法，星历算数无不涉览。孙权授予奏曹掾，常以直道见惮，出为郁林太守，加偏将军。虽在军中，不废著作，曾作《浑天图》，注《易经》，撰《太玄经注》。[1] 建安二十四年（219年），去世，时年三十二岁。,39,76,115,火箭1虎咆8火箭烈16木轮强袭23火雷爆32,鼓舞士气(初)1恢复技力(初)8喝阻敌军(初)15乱阵24降敌士气(高)15乱阵24降敌士气(高)31,直剑,方 ,方,枪 弩 ,弩,,,鄱阳登,建业登,长沙登,,4
249,陶谦,陶谦（132年－194年），字恭祖。丹阳郡人。东汉末年大臣，汉末群雄之一。陶谦最初为诸生，在州郡任职，被举茂才，历任舒、卢二县令、幽州刺史、议郎，性格刚直，有大志。后随左车骑将军皇甫嵩对抗北宫伯玉，任扬武校尉，之后又随张温征韩遂、边章。中平五年（188年），徐州黄巾起，陶谦被朝廷任为徐州刺史，击破徐州黄巾，并推行屯田，恢复生产。尔后听从王朗、赵昱建议遣使进京朝贡，获拜安东将军、徐州牧，封溧阳侯。陶谦晚年因战事上为曹操所败，徐州大半几乎遭兵祸所害，以致过度忧劳而逝，终年六十三岁。,51,70,121,命疗术1御飞刀9虎咆震18火雷爆28,减缓集气(初)1快速集气(初)8强化武将(初)16减少疲劳(中)25恢复体力(中)16减少疲劳(中)25恢复体力(中)33,直剑,圆 鱼 ,圆,弓 ,弓,徐州登,徐州登,,,,,4
250,傅士仁,傅士仁（生卒年不详），字君义，幽州广阳郡（今北京市）人，刘备手下将领。受到刘备的重用，但被关羽轻慢。在吕蒙袭击荆州时，与麋芳一同不战而降，间接导致关羽被俘身亡。[1-3] 《三国志》记载为“士仁”，[4] 《资治通鉴》记载为傅士仁，《三国演义》继承《资治通鉴》的说法作“傅士仁”。[5] ,63,54,117,飞矢1八门金锁13龙炮25,保留气力(初)1强化士兵(初)23,短锥枪,箭 ,箭,弓 ,弓,武陵野,武陵野,武陵野,武陵野,武陵登,,1
251,傅彤,傅肜（róng）（？～222年），义阳（今湖北省枣阳市）人，三国时蜀汉名将。刘备攻伐吴国时，傅肜为别督。后刘备被陆逊击败，傅肜率部断后，奋战至死。[1] 死前怒斥道：“吴狗！何有汉将军降者！”[2] ,72,67,139,飞矢1回天术9冰柱刺18乱飞矢27,扰乱敌将(初)1恢复体力(初)9强化武将(初)20包围敌军2920包围敌军29,眉尖刀,锥 ,锥,飞 武 ,飞,,,成都野,成都野,成都登,,5
252,傅巽,傅巽（xùn）（生卒年不详），字公悌。北地郡泥阳县（今甘肃省宁县米桥乡）人。汉末三国时期曹魏大臣、人物评论家，西汉义阳侯傅介子的后代。容貌魁伟，博学多闻。东汉末年，受到三公征辟，起家尚书郎。投奔荆州牧刘表，授宾客。劝说刘琮归顺曹操，授相府参军，迁散骑常侍，册封关内侯。曹魏建立后，累迁侍中、尚书。魏明帝太和年间（227-233年），去世，著有个人文集二卷。善于识人，曾评庞统为“不完全的英雄”，评裴潜为“品行清风亮节名扬四方”，评魏讽为“谋反为早晚之事”，皆一言命中。（概述图片来源）[1] ,35,73,108,木轮攻1火雷9御飞刀18地泉裂劲28,快速集气(初)1增加体力(初)8鼓舞士气(中)15保护主将23增加技力(中)15保护主将23增加技力(中)32,直剑,冲 ,冲,弩 ,弩,江夏野,江夏野,武陵登,代县登,寿春登,,2
253,傅干,傅干是《注坡词》的作者。一代文豪苏轼的词作向为世人所重，自南宋起传刻笺注之书叠出。傅干所做的《注坡词》，便是其中之一。,39,76,115,伏兵组阵1雷击8雷光波动17后伏连兵24火雷爆31,减缓集气(初)1恢复体力(初)7增加经验(初)16劝降23减缓集气(中)16劝降23减缓集气(中)32,直剑,冲 ,冲,炼 ,炼,,晋阳野,陈留登,襄平登,南皮登,,3
254,傅婴,傅婴，吴将，孙翊心腹。孙翊被属下的戴员，妫览，边洪等人谋杀后，与孙翊之妻徐氏，及孙翊旧将孙高合力，斩杀了元凶妫览，戴员等二将，因为此项功绩被封为牙门将，与孙高共守丹阳。,71,62,133,连弩1八门金锁9冰柱刺19乱飞矢27,降敌士气(初)1混乱敌军(初)14喝阻敌军(初)2525,直剑,雁 ,雁,枪 弓 ,枪,,,长沙野,吴登,吴登,,4
255,乔玄,桥玄（110年－184年6月6日[1] ），一作乔玄，字公祖。梁国睢阳县（今河南省商丘市睢阳区）人。东汉时期名臣。桥玄年轻时曾任睢阳县功曹，因坚持追究陈国相羊昌的恶行而闻名。后被举为孝廉，历任洛阳左尉、齐相及上谷、汉阳太守、司徒长史、将作大匠。汉桓帝末年，出任度辽将军，击败鲜卑、南匈奴、高句丽侵扰，保境安民。汉灵帝初年，迁任河南尹、少府、大鸿胪。建宁三年（170年），迁司空。次年，拜司徒。光和元年（178年），升任太尉。桥玄有感于国势日衰，于是称病请辞，改任太中大夫。光和七年（184年），桥玄去世，年七十五。桥玄性格刚强，不阿权贵，待人谦俭，尽管屡历高官，但不因为自己处在高位而有所私请。他为官清廉，去世后连下葬的钱都没有，被时人称为名臣。,46,55,101,木轮攻1火箭烈22,减缓集气(初)1诈败14降敌士气(中)2626,直剑,圆 玄 ,圆,弓 ,弓,濮阳登,濮阳登乔瑁,建业登乔瑁,建业登,,,5
256,乔瑁,桥瑁（？-191年），字元伟，睢阳（今河南商丘）人，东汉末官吏。曾任兖州刺史，后为东郡太守。初平元年（190年），假作京城三公书信，发檄文传至各镇诸侯，同袁术等起兵讨董卓，推袁绍为盟主。后因与刘岱不和，为岱所杀。,68,60,128,连弩1伏兵班阵11神剑23,后选出阵1增强攻击(初)12喝阻敌军(初)2626,直剑,锥 玄 ,锥,铁 ,铁,濮阳登乔玄,濮阳登,,,,乔玄,2
257,程武,暂无,44,71,115,地泉冲1虎咆10火箭烈19木轮强袭28,减缓集气(初)1增强攻击(初)8增加经验(初)16减少疲劳(中)24保留气力(中)16减少疲劳(中)24保留气力(中)33,直剑,玄 ,玄,弓 飞 ,弓,,,,,新野登,,5
258,程秉,程秉（生卒年不详），字德枢，汝南南顿（今河南项城西）人。三国时期吴国官员、儒学家。起初跟随郑玄，后来北方荒乱而到交州避难，期间与刘熙考究五经大义，因此通绕五经。后来交趾太守士燮任命程秉为长史。吴大帝孙权听闻程秉的名声，于是以礼征召他，程秉到后，被任命为太子太傅。黄武四年（225年），孙权为太子孙登娶周瑜之女为妃，程秉以太常身份于吴郡迎候，孙权亲身上程秉的船，可见孙权对他的极为礼待。程秉又教诲孙登对婚后相处要尊重儒家礼教。后来因病在任职期间逝世。著有《周易摘》、《尚书驳》、《论语弼》，凡三万余言。,36,68,104,火箭1雷击12御飞刀23,离间计(初)1恢复技力(初)10增加经验(初)20偷袭敌军2920偷袭敌军29,直剑,箭 ,箭,铁 ,铁,,,汝南野,建业登,庐陵登,,4
259,程昱,暂无,58,93,151,落月弓1火雷6雷光波动12后伏连兵18黄龙天翔25赤焰洪流31五雷轰顶36,鼓舞士气(初)1诈败6强化武将(初)13劝降19恢复技力(中)13劝降19恢复技力(中)24喝阻敌军(中)29保留气力(高)34增加经验(高)41,直剑,圆 玄 ,玄,弓 ,弓,邺野,邺野曹操,徐州登曹操,襄阳登曹操,新野登曹操,,3
260,程普,程普（？~215年），字德谋，右北平土垠（今河北丰润东今唐山市丰润区银城铺镇）人。东汉末年江东名将，历仕孙坚、孙策、孙权。程普曾跟随孙坚讨伐黄巾军，继而参加讨伐董卓的战斗，斩华雄、破吕布。孙坚死后，又助孙策平定江东。孙策曾经兵败被围，程普将孙策救出重围。在孙策死后，他与张昭、周瑜等人共同辅佐孙权[15] ，并讨伐江东境内的山贼，功勋卓著。在赤壁之战中，“与周瑜为左右督”[10] ，“各领万人”[16-17] ，于乌林打败曹操，之后大破曹仁于南郡。[6] 程普在东吴诸将中年岁最长，被人们尊称为“程公”，在“江表之虎臣”中位列第一位。[1] （概述内图片来源：叶雄《三国演义人物谱》）,86,80,166,飞矢1太极门7神剑13冰柱群峰20三日月斩27火牛群舞34,减缓集气(初)1诈败6鼓舞士气(中)14劝降21降敌士气(高)14劝降21降敌士气(高)29喝阻敌军(中)35,铜殳,方 钩 ,方,枪 ,枪,下邳登,长沙登,建业登,予章登,予章登,,5
261,程远志,程远志，小说《三国演义》中的虚构人物，不见于正史记载。黄巾军将领，于小说第一回登场，被关羽斩于马下。,78,44,122,旋龙1鬼戟7地茅刺16烈火旋灯22连弩狂涛30,保留气力(初)1,铜殳,方 ,方,贼 ,贼,南皮登,,,,,,1
262,程银,程银（生卒年不详），河东人，东汉末年凉州军阀之一，自称梁王。公元211年（建安十六年），同韩遂、马超联合，起兵反抗曹操。[1] 兵败，逃往汉中地区，曹操征讨张鲁平定汉中，程银投降。,74,39,113,旋龙1八门金锁9突剑四方17乱飞矢27,离间计(初)1,短锥枪,锥 ,锥,弓 弩 ,弓,,西凉登,西凉登,西凉登,,,4
263,华佗,华佗[1] （约公元145年－公元208年），字元化，一名旉，沛国谯县（今安徽亳州）人，东汉末年著名的医学家。华佗与董奉、张仲景并称为“建安三神医”。少时曾在外游学，行医足迹遍及安徽、河南、山东、江苏等地，钻研医术而不求仕途。他医术全面，尤其擅长外科，精于手术。并精通内、妇、儿、针灸各科。[2-4] 晚年因遭曹操怀疑，下狱被拷问致死。华佗被后人称为“外科圣手”[5] 、“外科鼻祖”。被后人多用神医华佗称呼他，又以“华佗再世”、“元化重生”称誉有杰出医术的医师。,34,96,130,命疗术1木轮攻7雷光波动13炎龙无双18绝命坝23炎龙杀阵29木轮涛击35,恢复体力(初)1增加体力(初)7增加经验(初)12恢复体力(中)18增加体力(中)12恢复体力(中)18增加体力(中)23增加经验(中)29恢复体力(高)36增加体力(高)41,直剑,雁 ,雁,武 ,武,谯野,吴野,许昌野,许昌野,许昌野,,6
264,华雄,华[huà]雄（?－191），中国东汉末年董卓部下的武将，为董卓帐下都督。公元191年，关东军阀联合讨伐董卓，董卓派大将胡轸统率华雄等进攻时任长沙太守的孙坚，结果被孙坚大败，华雄在此战中被孙坚枭首。明·罗贯中所著历史小说《三国演义》中则对这段历史作了改动，描写华雄连诛杀盟军二将，战场耀武扬威轻敌之时被刘备二弟名不经传的关羽所杀，这段被称为“温酒斩华雄”的故事情节也流传于后世。[1] ,91,45,136,旋龙1突石剑6冲车13旋龙合璧18连弩狂涛24火牛群舞30集火柱37,扰乱敌将(初)1,眉尖刀,方 钩 ,方,刀 ,刀,西凉登董卓,弘农登董卓,董卓,,,,3
265,华歆,华歆（157年－232年1月30日），字子鱼，平原郡高唐县（今山东省高唐县）人，汉族。[1] 汉末三国时期名士、重臣。华歆早年拜太尉陈球为师，与卢植、郑玄、管宁等为同门[2] ，又与管宁、邴原共称一龙，华歆为龙头。汉灵帝时期，举孝廉出身，任郎中，因病去官。得到大将军何进征召，出任尚书郎，出任豫章太守，甚得民心。归顺小霸王孙策，成为上宾。官渡之战时，出任议郎、司空参军，累迁尚书、侍中、尚书令。曹操讨伐孙权时，担任军师。曹操封王后，担任魏国御史大夫，支持曹丕即位，出任魏国相国，册封安乐乡侯。曹魏建立后，担任司徒。魏明帝即位，升任太尉，晋封博平县侯。太和五年（232年1月），病逝，享年七十五岁，谥号为敬。有文集三十卷，今佚失，其余见《全三国文》。,45,80,125,伏兵组阵1雷击9虎咆震16木轮强袭23地泉鲸浪30,保留气力(初)1诈败7降敌士气(中)15劝降21恢复技力(中)15劝降21恢复技力(中)28增强攻击(中)35,直剑,方 玄 ,玄,武 ,武,长安登,长安登,长安登,邺登,邺登,,1
266,貂蝉,貂蝉（生卒年不详），历史小说《三国演义》及其衍生作品中的角色，是中国古代四大美女之一。[1] 在《三国演义》中，貂蝉为东汉末年司徒王允家的义女，为拯救汉朝，推翻权臣董卓的荒淫统治，受王允所托，上演了可歌可泣的连环计（连环美人计），周旋于两个男人之间，成功地离间了董卓和吕布，最终借吕布之手除掉了恶贼董卓，结束了董卓专权的黑暗时期。之后貂蝉成为吕布的妾，董卓部将李傕击败吕布后，她随吕布来到徐州。下邳一役后，吕布被曹操所杀，貂蝉跟随吕布家眷前往许昌，从此不知所踪。[2] （概述图来源：貂蝉绣像《三国演义》古版刻本插图）[24] ,52,78,130,落月弓1伏焰8火箭烈16后伏连兵22虎咆阳炎30,扰乱敌将(初)1强化士兵(初)8鼓舞士气(中)14保护主将21保留气力(中)14保护主将21保留气力(中)29强化武将(中)36,直剑,圆 鱼 ,圆,女 ,女,,洛阳野,,,,王允,6
267,费祎,费祎（？～253年2月），字文伟，江夏鄳县[26] （今河南省罗山县[1] ）人，三国时期蜀汉名臣，与诸葛亮、蒋琬、董允并称为蜀汉四相。深得诸葛亮器重，屡次出使东吴，孙权、诸葛恪、羊茞等人以辞锋刁难，而费祎据理以答，辞义兼备，始终不为所屈。孙权非常惊异于他的才能，加以礼遇。北伐时为中护军，又转为司马。当时魏延与杨仪不和，经常争论，费祎常为二人谏喻，两相匡护，以尽其用。诸葛亮死后，初为后军师，再为尚书令，官至大将军，封成乡侯。费祎主政时，与姜维北伐的主张相左，执行休养生息的政策，为蜀汉的发展尽心竭力。费祎性格谦恭真诚，颇为廉洁，家无余财。后为魏降将郭循（一作郭脩）行刺身死。葬于今广元市昭化古城城西。[2] ,58,83,141,落月弓1雷击7虎咆震15地泉裂劲21虎咆阳炎27赤焰洪流34,减缓集气(初)1混乱敌军(初)7扰乱敌军(中)14乱阵21快速集气(中)14乱阵21快速集气(中)27混乱敌军(中)33,直剑,锥 玄 鱼 ,锥,武 铁 ,武,,,,成都野,成都登,,4
